ball_prob,non_ball_prob,file
0.0,1.0,c-323.jpg
0.0,1.0,c-324.jpg
0.0,1.0,c-385.jpg
1.3753815e-34,1.0,c-386.jpg
0.0,1.0,c-387.jpg
7.794023e-13,1.0,c-388.jpg
0.9999337,6.6287954e-05,c-389.jpg
1.4193899e-23,1.0,c-390.jpg
0.0,1.0,c-391.jpg
0.0,1.0,c-392.jpg
0.0,1.0,c-393.jpg
5.505785e-22,1.0,c-394.jpg
1.0,0.0,c-395.jpg
0.0,1.0,c-396.jpg
2.6320453e-24,1.0,c-397.jpg
0.0,1.0,c-398.jpg
0.0,1.0,c-399.jpg
0.0,1.0,c-400.jpg
0.0,1.0,c-401.jpg
0.0,1.0,c-402.jpg
0.0,1.0,c-403.jpg
2.0900028e-34,1.0,c-404.jpg
2.0900028e-34,1.0,c-405.jpg
1.0,1.0519012e-28,c-406.jpg
0.0,1.0,c-407.jpg
0.0,1.0,c-408.jpg
0.99106497,0.008934974,c-409.jpg
0.0,1.0,c-410.jpg
0.0,1.0,c-411.jpg
0.0,1.0,c-412.jpg
0.0,1.0,c-413.jpg
0.0,1.0,c-414.jpg
0.0,1.0,c-415.jpg
0.0,1.0,c-416.jpg
0.0,1.0,c-417.jpg
0.0,1.0,c-418.jpg
0.0,1.0,c-419.jpg
1.0,0.0,c-420.jpg
0.0,1.0,c-421.jpg
0.0,1.0,c-422.jpg
0.0,1.0,c-423.jpg
0.0,1.0,c-424.jpg
0.0,1.0,c-425.jpg
1.0,0.0,c-426.jpg
1.5002268e-05,0.999985,c-427.jpg
0.0,1.0,c-428.jpg
0.0,1.0,c-429.jpg
0.0,1.0,c-430.jpg
0.0,1.0,c-431.jpg
0.0,1.0,c-433.jpg
3.0047596e-21,1.0,c-434.jpg
3.0047596e-21,1.0,c-435.jpg
0.0,1.0,c-436.jpg
0.0,1.0,c-437.jpg
0.0,1.0,c-438.jpg
0.0,1.0,c-439.jpg
0.0,1.0,c-440.jpg
0.0,1.0,c-441.jpg
0.9999913,8.684723e-06,c-442.jpg
0.0,1.0,c-443.jpg
0.0,1.0,c-444.jpg
0.0,1.0,c-445.jpg
0.0,1.0,c-446.jpg
0.0,1.0,c-447.jpg
0.0,1.0,c-448.jpg
0.0,1.0,c-450.jpg
0.0,1.0,c-451.jpg
0.0,1.0,c-466.jpg
0.0,1.0,c-470.jpg
0.0,1.0,c-471.jpg
0.0,1.0,c-472.jpg
0.0,1.0,c-473.jpg
0.0,1.0,c-474.jpg
0.0,1.0,c-530.jpg
0.0,1.0,c-531.jpg
0.0,1.0,c-532.jpg
0.0,1.0,c-533.jpg
0.0,1.0,c-534.jpg
0.0,1.0,c-535.jpg
0.9999919,8.059007e-06,c-536.jpg
0.9999919,8.059007e-06,c-537.jpg
9.578799e-37,1.0,c-538.jpg
1.0,0.0,c-539.jpg
1.0,0.0,c-540.jpg
1.0,0.0,c-541.jpg
3.8668728e-14,1.0,c-542.jpg
3.8668728e-14,1.0,c-543.jpg
0.97829723,0.021702806,c-544.jpg
0.0,1.0,c-545.jpg
0.0,1.0,c-546.jpg
0.0,1.0,c-547.jpg
0.0,1.0,c-548.jpg
0.0,1.0,c-549.jpg
0.0,1.0,c-550.jpg
0.0,1.0,c-551.jpg
0.0,1.0,c-552.jpg
0.0,1.0,c-553.jpg
0.0,1.0,c-570.jpg
1.0,0.0,c-588.jpg
0.0,1.0,c-589.jpg
0.0,1.0,c-590.jpg
0.0,1.0,c-591.jpg
7.1748735e-22,1.0,c-592.jpg
1.0,0.0,c-593.jpg
0.0,1.0,c-594.jpg
1.17324455e-26,1.0,c-595.jpg
1.0,3.7377257e-38,c-596.jpg
1.0,3.7377257e-38,c-597.jpg
0.13189429,0.8681057,c-598.jpg
0.0,1.0,c-599.jpg
0.0,1.0,c-600.jpg
1.0,0.0,c-601.jpg
1.0,0.0,c-602.jpg
1.0,0.0,c-603.jpg
5.280996e-25,1.0,c-604.jpg
1.0,6.6486276e-35,c-605.jpg
1.0,0.0,c-606.jpg
0.3081715,0.6918284,c-607.jpg
0.0,1.0,c-608.jpg
0.0,1.0,c-609.jpg
6.0874477e-37,1.0,c-610.jpg
1.4001959e-16,1.0,c-611.jpg
0.0,1.0,c-612.jpg
0.0,1.0,c-613.jpg
0.0,1.0,c-614.jpg
0.0,1.0,c-615.jpg
0.0,1.0,c-616.jpg
0.0,1.0,c-617.jpg
0.0,1.0,c-618.jpg
0.0,1.0,c-620.jpg
0.0,1.0,c-626.jpg
0.0,1.0,c-627.jpg
0.0,1.0,c-628.jpg
0.0,1.0,c-654.jpg
0.0,1.0,c-655.jpg
0.0,1.0,c-656.jpg
0.0,1.0,c-657.jpg
0.0,1.0,c-658.jpg
0.0,1.0,c-659.jpg
0.0,1.0,c-660.jpg
0.0,1.0,c-661.jpg
0.0,1.0,c-662.jpg
0.0,1.0,c-663.jpg
0.0,1.0,c-664.jpg
0.0,1.0,c-665.jpg
0.0,1.0,c-666.jpg
1.170464e-26,1.0,c-667.jpg
0.0,1.0,c-668.jpg
0.0,1.0,c-669.jpg
0.0,1.0,c-670.jpg
0.0,1.0,c-671.jpg
0.0,1.0,c-672.jpg
0.0,1.0,c-673.jpg
0.0,1.0,c-674.jpg
0.0,1.0,c-675.jpg
0.0,1.0,c-676.jpg
0.0,1.0,c-677.jpg
0.0,1.0,c-678.jpg
0.0,1.0,c-679.jpg
0.0,1.0,c-680.jpg
0.0,1.0,c-681.jpg
0.0,1.0,c-682.jpg
0.0,1.0,c-698.jpg
0.0,1.0,c-699.jpg
0.0,1.0,c-700.jpg
0.0,1.0,c-701.jpg
0.0,1.0,c-702.jpg
0.0,1.0,c-703.jpg
0.0,1.0,c-704.jpg
0.0,1.0,c-705.jpg
0.0,1.0,c-706.jpg
0.0,1.0,c-707.jpg
0.0,1.0,c-708.jpg
0.0,1.0,c-709.jpg
0.0,1.0,c-710.jpg
0.0,1.0,c-711.jpg
0.0,1.0,c-712.jpg
0.0,1.0,c-713.jpg
0.0,1.0,c-714.jpg
0.0,1.0,c-715.jpg
0.0,1.0,c-716.jpg
0.0,1.0,c-717.jpg
0.0,1.0,c-718.jpg
0.0,1.0,c-719.jpg
0.0,1.0,c-720.jpg
0.0,1.0,c-721.jpg
0.0,1.0,c-722.jpg
0.0,1.0,c-723.jpg
0.0,1.0,c-724.jpg
0.0,1.0,c-726.jpg
0.0,1.0,c-727.jpg
0.0,1.0,c-728.jpg
0.0,1.0,c-729.jpg
0.0,1.0,c-730.jpg
0.0,1.0,c-731.jpg
2.4304934e-33,1.0,c-732.jpg
0.0,1.0,c-733.jpg
0.0,1.0,c-744.jpg
0.0,1.0,c-750.jpg
0.0,1.0,c-752.jpg
0.0,1.0,c-753.jpg
0.0,1.0,c-754.jpg
1.0,0.0,c-755.jpg
1.0,0.0,c-756.jpg
0.0,1.0,c-757.jpg
0.0,1.0,c-758.jpg
0.0,1.0,c-759.jpg
0.0,1.0,c-760.jpg
0.0,1.0,c-761.jpg
0.0,1.0,c-762.jpg
0.0,1.0,c-763.jpg
0.0,1.0,c-764.jpg
0.0,1.0,c-765.jpg
0.0,1.0,c-766.jpg
0.0,1.0,c-767.jpg
0.0,1.0,c-768.jpg
0.0,1.0,c-769.jpg
0.0,1.0,c-770.jpg
0.0,1.0,c-771.jpg
0.0,1.0,c-772.jpg
0.0,1.0,c-773.jpg
0.0,1.0,c-774.jpg
0.0,1.0,c-775.jpg
0.0,1.0,c-776.jpg
0.0,1.0,c-777.jpg
0.0,1.0,c-778.jpg
0.0,1.0,c-779.jpg
0.0,1.0,c-780.jpg
0.0,1.0,c-781.jpg
0.0,1.0,c-782.jpg
0.0,1.0,c-783.jpg
0.0,1.0,c-784.jpg
0.0,1.0,c-785.jpg
0.0,1.0,c-786.jpg
0.0,1.0,c-787.jpg
0.0,1.0,c-788.jpg
0.0,1.0,c-790.jpg
0.0,1.0,c-791.jpg
0.0,1.0,c-792.jpg
0.0,1.0,c-803.jpg
1.0,0.0,c-804.jpg
6.538346e-25,1.0,c-805.jpg
0.0,1.0,c-806.jpg
0.0,1.0,c-807.jpg
0.0,1.0,c-808.jpg
0.0,1.0,c-809.jpg
1.0,0.0,c-810.jpg
1.0,0.0,c-811.jpg
1.0,0.0,c-812.jpg
1.0,0.0,c-813.jpg
0.0,1.0,c-814.jpg
0.0,1.0,c-821.jpg
0.0,1.0,c-822.jpg
0.0,1.0,c-823.jpg
0.0,1.0,c-824.jpg
0.0,1.0,c-825.jpg
0.0,1.0,c-826.jpg
3.2064967e-10,1.0,c-827.jpg
1.0,0.0,c-828.jpg
1.0,0.0,c-829.jpg
1.0,0.0,c-830.jpg
1.0,0.0,c-831.jpg
1.0,0.0,c-832.jpg
1.0,0.0,c-833.jpg
1.0,0.0,c-834.jpg
1.0,0.0,c-835.jpg
1.0,0.0,c-836.jpg
1.0,0.0,c-837.jpg
1.0,0.0,c-838.jpg
1.0,0.0,c-839.jpg
0.0,1.0,c-841.jpg
0.0,1.0,c-842.jpg
0.0,1.0,c-843.jpg
0.0,1.0,c-844.jpg
0.0,1.0,c-845.jpg
0.0,1.0,c-846.jpg
0.0,1.0,c-847.jpg
0.0,1.0,c-848.jpg
0.0,1.0,c-849.jpg
0.0,1.0,c-850.jpg
0.0,1.0,c-851.jpg
0.0,1.0,c-852.jpg
0.0,1.0,c-853.jpg
0.0,1.0,c-854.jpg
0.0,1.0,c-855.jpg
0.0,1.0,c-856.jpg
0.0,1.0,c-857.jpg
0.0,1.0,c-858.jpg
0.0,1.0,c-859.jpg
0.0,1.0,c-860.jpg
0.0,1.0,c-861.jpg
0.0,1.0,c-862.jpg
0.041798245,0.95820177,c-878.jpg
0.0027708537,0.99722916,c-879.jpg
1.0,2.882323e-17,c-880.jpg
1.0,0.0,c-883.jpg
1.6319488e-26,1.0,c-884.jpg
1.6319488e-26,1.0,c-885.jpg
1.0,2.0611093e-10,c-886.jpg
1.0,0.0,c-887.jpg
1.0,0.0,c-888.jpg
1.0,3.0900604e-27,c-889.jpg
0.0,1.0,c-890.jpg
0.0,1.0,c-891.jpg
0.9983725,0.0016274769,c-892.jpg
0.0,1.0,c-893.jpg
0.0,1.0,c-894.jpg
0.0,1.0,c-895.jpg
0.0,1.0,c-896.jpg
0.0,1.0,c-897.jpg
0.0,1.0,c-898.jpg
2.363301e-27,1.0,c-899.jpg
0.0,1.0,c-900.jpg
0.0,1.0,c-901.jpg
0.0,1.0,c-948.jpg
1.5588749e-33,1.0,c-966.jpg
2.1005232e-32,1.0,c-967.jpg
0.0,1.0,c-969.jpg
0.0,1.0,c-974.jpg
0.0,1.0,c-975.jpg
